110	45	65.3614	29.8825	0.8854
110	45	65.2774	29.9423	0.8854
110	45	65.5646	30.33	0.8388
110	45	65.1062	29.9819	0.8854
110	45	65.34	29.8157	0.8854
110	45	65.1705	29.9411	0.8854
110	45	65.1062	29.9819	0.8854
110	45	65.2134	29.9012	0.8854
110	45	64.8751	29.9883	0.8854
110	45	64.9884	30.4479	0.8675
110	45	65.9546	29.3297	0.8854
110	45	65.378	29.9665	0.8854
110	45	85.7405	41.627	0.2232
110	45	82.8546	42.0536	0.2493
110	45	64.9878	30.1341	0.8675
110	45	102.205	43.8388	0.0669
110	45	65.1793	29.8608	0.8854
110	45	64.7716	30.0491	0.8675
110	45	65.0403	30.0471	0.8546
110	45	65.2774	29.9423	0.8854
110	45	64.9284	30.1832	0.8675
110	45	65.378	29.9665	0.8854
110	45	64.7562	30.8687	0.8357
110	45	88.4261	41.8162	0.198
110	45	65.788	35.2893	0.6092
110	45	65.4741	29.6878	0.8854
110	45	66.0159	37.4477	0.5366
110	45	65.2526	29.8397	0.8854
110	45	64.9474	32.2855	0.7522
110	45	65.4164	31.9714	0.7692
110	45	65.8813	29.3555	0.8854
110	45	65.7367	29.4471	0.8854
110	45	64.8564	30.4121	0.8675
110	45	65.6237	29.411	0.8854
110	45	64.8751	29.9883	0.8854
110	45	64.7706	31.8364	0.7781
110	45	64.9998	29.9304	0.8854
110	45	65.3516	29.8875	0.8854
110	45	65.8206	29.4355	0.8854
110	45	64.9605	29.973	0.8854
110	45	76.5332	39.0582	0.3575
110	45	64.6188	30.1485	0.8675
110	45	64.6677	30.195	0.8675
110	45	64.8201	29.9763	0.8854
110	45	64.9884	30.4479	0.8675
110	45	65.1062	29.9819	0.8854
110	45	65.4645	29.8449	0.8854
110	45	64.8892	30.0294	0.8675
110	45	65.3116	30.1421	0.8546
110	45	64.8205	30.3028	0.8675
110	45	64.7392	30.3568	0.8675
110	45	65.3669	29.8462	0.8854
110	45	64.8701	30.3719	0.8675
110	45	65.2526	29.8397	0.8854
110	45	65.7753	39.2602	0.4807
110	45	65.2774	29.9423	0.8854
110	45	64.7562	30.8687	0.8357
110	45	95.7612	44.627	0.1129
110	45	65.1612	29.9209	0.8854
110	45	65.2662	30.7882	0.8238
110	45	65.6237	29.411	0.8854
110	45	65.378	29.9665	0.8854
110	45	64.4614	30.3372	0.8804
110	45	65.1612	29.9209	0.8854
110	45	65.9133	29.2504	0.8854
110	45	66.4612	28.913	0.8854
110	45	64.3935	30.989	0.8486
110	45	64.6188	30.1485	0.8675
110	45	65.6237	29.411	0.8854
110	45	64.5554	32.6426	0.7264
110	45	65.3516	29.8875	0.8854
110	45	65.378	29.9665	0.8854
110	45	65.34	29.8157	0.8854
110	45	65.1062	29.9819	0.8854
110	45	65.788	35.2893	0.6092
110	45	65.4747	29.799	0.8854
110	45	64.7562	30.8687	0.8357
110	45	65.2134	29.9012	0.8854
110	45	79.8272	42.0706	0.2814
110	45	64.9474	32.2855	0.7522
110	45	64.572	31.4238	0.8059
110	45	65.788	35.2893	0.6092
110	45	65.1343	32.6791	0.7205
110	45	65.4645	29.8449	0.8854
110	45	65.1793	29.8608	0.8854
110	45	66.0531	29.3715	0.8725
110	45	64.7706	31.8364	0.7781
110	45	64.9702	29.9495	0.8854
110	45	65.0403	30.0471	0.8546
110	45	65.1705	29.9411	0.8854
110	45	65.9426	29.211	0.8854
110	45	64.8564	30.4121	0.8675
110	45	65.1705	29.9411	0.8854
110	45	64.7716	30.0491	0.8675
110	45	65.3022	33.0668	0.6966
110	45	64.9324	30.3225	0.8675
110	45	65.5277	29.9337	0.8666
110	45	64.9019	30.1996	0.8675
110	45	65.1705	29.9411	0.8854
110	45	64.7706	31.8364	0.7781
110	45	65.0863	29.8976	0.8854
110	45	65.1612	29.9209	0.8854
110	45	65.1612	29.9209	0.8854
110	45	65.97	35.5141	0.5912
110	45	70.282	37.4607	0.4875
110	45	64.9284	30.1832	0.8675
110	45	65.5624	29.574	0.8666
110	45	65.4708	36.5087	0.5613
110	45	64.7706	31.8364	0.7781
110	45	65.6712	29.4295	0.8854
110	45	64.9998	29.9304	0.8854
110	45	64.9284	30.1832	0.8675
110	45	65.2774	29.9423	0.8854
110	45	65.3516	29.8875	0.8854
110	45	96.2999	43.9431	0.1143
110	45	65.2876	29.919	0.8854
110	45	65.5758	29.7886	0.8666
110	45	65.0268	29.9162	0.8854
110	45	65.7974	29.3234	0.8854
110	45	64.6623	30.1806	0.8675
110	45	64.4614	30.3372	0.8804
110	45	64.3935	30.989	0.8486
110	45	65.3614	29.8825	0.8854
110	45	96.8463	43.2549	0.1125
110	45	64.9019	30.1996	0.8675
110	45	66.0872	28.9754	0.8854
110	45	65.1705	29.9411	0.8854
110	45	82.0107	44.4495	0.233
110	45	64.7392	30.3568	0.8675
110	45	65.286	29.882	0.8854
110	45	65.286	29.882	0.8854
110	45	65.1612	29.9209	0.8854
110	45	64.9019	30.1996	0.8675
110	45	84.1322	41.7086	0.2388
110	45	64.5919	30.3807	0.8675
110	45	65.2774	29.9423	0.8854
110	45	65.7367	29.4471	0.8854
110	45	64.7706	31.8364	0.7781
110	45	64.7352	33.132	0.7035
110	45	64.7392	30.3568	0.8675
110	45	65.3516	29.8875	0.8854
110	45	64.5857	30.5436	0.8357
110	45	65.1612	29.9209	0.8854
110	45	66.312	29.0593	0.8725
110	45	65.547	29.4184	0.8854
110	45	65.1632	29.9018	0.8854
110	45	65.6237	29.411	0.8854
110	45	65.1705	29.9411	0.8854
110	45	65.3669	29.8462	0.8854
110	45	65.1793	29.8608	0.8854
110	45	80.653	40.4325	0.2937
110	45	65.4827	29.4973	0.8854
110	45	66.4612	28.913	0.8854
110	45	65.378	29.9665	0.8854
110	45	64.8751	29.9883	0.8854
110	45	65.6237	29.411	0.8854
110	45	65.2774	29.9423	0.8854
110	45	65.7756	29.6311	0.8666
110	45	65.2774	29.9423	0.8854
110	45	65.2774	29.9423	0.8854
110	45	65.3516	29.8875	0.8854
110	45	65.3614	29.8825	0.8854
110	45	65.0863	29.8976	0.8854
110	45	64.9884	30.4479	0.8675
110	45	66.1678	29.0823	0.8725
110	45	107.975	44.9882	0.0204
110	45	65.3614	29.8825	0.8854
110	45	64.7706	31.8364	0.7781
110	45	65.3372	29.8448	0.8854
110	45	106.743	44.2012	0.0306
110	45	65.378	29.9665	0.8854
110	45	65.5999	29.8487	0.8666
110	45	66.2456	42.1756	0.401
110	45	64.8564	30.4121	0.8675
110	45	64.9284	30.1832	0.8675
110	45	65.9293	33.9434	0.6678
110	45	65.1793	29.8608	0.8854
110	45	65.378	29.9665	0.8854
110	45	103.325	44.4991	0.057
110	45	64.5554	32.6426	0.7264
110	45	65.4892	29.5203	0.8854
110	45	76.7601	40.8651	0.3345
